ID_Cliente,Nome,Endereco,CPF,Sexo,Data_Nascimento,Email,Telefone,Status
1015,Cauê Novaes,GO;Aparecida de Goiânia;Parque Amazônia;Praça de Barbosa,974.152.803-50,Masculino,1960-12-08,duartevalentina@alves.com,(62) 96643-2936,Ativo
1016,Ana Carolina Souza,GO;Goiânia;Parque Amazônia;Parque Nunes,437.180.256-71,Masculino,1981-11-26,barbosamiguel@caldeira.com,(62) 99492-4817,Cancelado
1017,Leonardo Cardoso,GO;Goiânia;Setor Bueno;Vereda Nathan Porto,308.524.617-71,Masculino,1974-05-07,nfarias@yahoo.com.br,(62) 98010-1312,Ativo
1018,Elisa Carvalho,GO;Aparecida de Goiânia;Centro;Viela Laura Barbosa,725.809.314-14,Masculino,2003-11-09,pnascimento@bol.com.br,(62) 90235-3822,Ativo
1019,Beatriz Silva,GO;Goiânia;Centro;Lago da Luz,286.753.401-17,Feminino,1975-11-28,dda-mata@gmail.com,(62) 92796-2047,Trancado
1020,Ana Júlia Nascimento,GO;Goiânia;Jardim Goiás;Núcleo Costa,175.892.463-28,Feminino,1976-12-03,oliveiradavi-lucas@gmail.com,(62) 99748-4613,Ativo
1021,Diogo Viana,GO;Goiânia;Setor Oeste;Ladeira de Ramos,639.140.287-69,Feminino,1959-08-30,ada-rosa@da.br,(62) 96586-6312,Ativo
1022,Luiz Miguel Dias,GO;Goiânia;Setor Oeste;Rodovia Teixeira,067.324.958-10,Masculino,1999-11-11,augustooliveira@bol.com.br,(62) 90746-3841,Ativo
1023,Paulo Silva,GO;Goiânia;Jardim Goiás;Via Pereira,357.190.864-39,Masculino,1990-06-30,rebeca51@ig.com.br,(62) 96801-3753,Ativo
1024,Maria Eduarda Costa,GO;Aparecida de Goiânia;Setor Bueno;Fazenda de Dias,381.497.562-64,Masculino,1966-10-08,sophie03@yahoo.com.br,(62) 99535-1666,Ativo
1025,João Gomes,GO;Goiânia;Centro;Conjunto de Novaes,091.274.386-78,Masculino,1991-11-23,fernandesdiogo@hotmail.com,(62) 97978-2322,Ativo
1026,João Felipe Ferreira,GO;Goiânia;Setor Bueno;Vila de Sales,792.085.634-56,Feminino,1970-12-07,daniel23@azevedo.br,(62) 96819-8798,Ativo
1027,Dra. Rafaela Fogaça,GO;Goiânia;Vila Brasília;Trecho Ribeiro,941.576.238-19,Feminino,1966-05-13,marcelomoura@vieira.br,(62) 98570-8379,Ativo
1028,Vinicius Nogueira,GO;Goiânia;Parque Amazônia;Via de da Rosa,174.695.208-30,Masculino,1976-12-24,joao-guilhermeda-luz@yahoo.com.br,(62) 99769-3949,Inativo
1029,Kaique Castro,GO;Goiânia;Setor Bueno;Vila Manuela da Cunha,163.078.925-95,Feminino,1966-12-02,da-motapaulo@souza.br,(62) 95699-7861,Ativo
1030,Davi Lucas Azevedo,GO;Goiânia;Jardim Goiás;Recanto Kamilly Lopes,215.834.076-26,Masculino,1961-09-28,yuripeixoto@ig.com.br,(62) 98686-2567,Ativo
1031,Benício Castro,GO;Goiânia;Parque Amazônia;Setor Nascimento,130.589.472-32,Masculino,1993-04-04,raulalves@rezende.br,(62) 94528-1869,Ativo
1032,Amanda Silva,GO;Goiânia;Centro;Aeroporto Ana Vitória Fernandes,461.309.725-80,Feminino,1991-09-27,jsales@costa.br,(62) 98151-3888,Ativo
1033,Felipe Oliveira,GO;Aparecida de Goiânia;Vila Brasília;Trecho Fogaça,521.930.764-99,Feminino,1963-03-29,sabrinajesus@costela.com,(62) 94670-4433,Ativo
1034,Danilo Aragão,GO;Goiânia;Setor Bueno;Conjunto Ribeiro,603.517.298-95,Feminino,1999-04-11,olivia77@hotmail.com,(62) 90709-2710,Inativo
1035,Ana Júlia Rezende,GO;Goiânia;Parque Amazônia;Viaduto de Correia,589.036.142-24,Masculino,2000-08-03,cunhamarcelo@yahoo.com.br,(62) 97947-9436,Ativo
1036,Sr. Davi Luiz Pinto,GO;Aparecida de Goiânia;Setor Bueno;Avenida Anthony Santos,476.893.105-75,Feminino,1996-05-11,nicole98@uol.com.br,(62) 99710-6340,Ativo
1037,Emanuelly Lima,GO;Aparecida de Goiânia;Setor Bueno;Travessa de Costela,781.406.592-58,Masculino,1990-08-15,silvarafaela@hotmail.com,(62) 95343-4731,Ativo
1038,Leandro Jesus,GO;Aparecida de Goiânia;Centro;Fazenda Souza,348.792.506-00,Feminino,1962-07-18,xsouza@novaes.br,(62) 93615-2204,Ativo
1039,Gabrielly Freitas,GO;Aparecida de Goiânia;Setor Bueno;Alameda Vieira,205.981.476-67,Feminino,1988-12-14,maysaalves@campos.br,(62) 92374-4541,Cancelado
1040,Isis Farias,GO;Goiânia;Parque Amazônia;Passarela Almeida,908.465.731-48,Feminino,1979-06-06,lduarte@gmail.com,(62) 96119-3234,Ativo
1041,Nathan Carvalho,GO;Goiânia;Parque Amazônia;Praça de Rocha,906.842.537-47,Feminino,1985-09-28,guilhermesales@ramos.br,(62) 94418-4313,Ativo
1042,João Pedro Farias,GO;Aparecida de Goiânia;Jardim Goiás;Jardim de Melo,371.046.258-44,Masculino,1962-05-05,silvamarcos-vinicius@farias.com,(62) 94597-3236,Ativo
1043,Bianca Lima,GO;Aparecida de Goiânia;Vila Brasília;Trevo de Fernandes,534.860.912-98,Feminino,1969-10-16,luanaferreira@campos.net,(62) 92804-6629,Ativo
1044,Nathan Fogaça,GO;Aparecida de Goiânia;Setor Bueno;Rodovia de da Costa,102.758.964-20,Masculino,1987-02-05,tda-conceicao@gmail.com,(62) 92784-4763,Ativo
1045,Pietro das Neves,GO;Aparecida de Goiânia;Parque Amazônia;Quadra Dias,085.493.261-51,Feminino,1994-07-06,alexandre26@hotmail.com,(62) 97581-5573,Ativo
1046,Sr. Juan Lima,GO;Goiânia;Vila Brasília;Pátio de Campos,912.457.063-06,Masculino,1970-06-14,ana-vitoria00@carvalho.com,(62) 94060-6362,Ativo
1047,Camila Martins,GO;Goiânia;Centro;Feira de Silveira,304.968.752-56,Masculino,1983-02-13,maria-cecilia61@caldeira.com,(62) 99399-1083,Ativo
1048,Lorenzo Carvalho,GO;Aparecida de Goiânia;Jardim Goiás;Praça de Pinto,120.584.679-49,Feminino,1961-08-05,joaocostela@campos.br,(62) 98261-1550,Ativo
1049,Sr. Vitor Ferreira,GO;Goiânia;Parque Amazônia;Chácara de Melo,276.159.304-99,Masculino,1980-10-24,limamanuela@hotmail.com,(62) 97412-9114,Ativo
1050,Alexandre Moreira,GO;Goiânia;Parque Amazônia;Praia Alexandre Silva,682.170.934-31,Feminino,1993-07-20,caroline24@monteiro.br,(62) 93571-3174,Ativo
1051,Kamilly Nogueira,GO;Goiânia;Parque Amazônia;Quadra Davi Lucca da Cruz,976.843.251-91,Masculino,1983-06-21,franciscofreitas@gmail.com,(62) 90260-8860,Ativo
1052,Ana Carolina da Rocha,GO;Aparecida de Goiânia;Setor Bueno;Pátio Olivia Nascimento,428.175.630-26,Feminino,1984-03-08,oliveiraenrico@santos.br,(62) 99345-1399,Cancelado
1053,Brenda Correia,GO;Goiânia;Parque Amazônia;Colônia Sales,420.358.967-38,Feminino,1969-11-03,vitoria64@da.br,(62) 93030-7068,Ativo
1054,Marcelo Vieira,GO;Aparecida de Goiânia;Jardim Goiás;Pátio de Teixeira,354.761.028-17,Masculino,1965-01-16,afarias@dias.org,(62) 96305-6454,Ativo
1055,João Nunes,GO;Goiânia;Vila Brasília;Passarela de Barros,341.657.802-35,Feminino,1977-04-01,eduardo10@carvalho.org,(62) 98887-4393,Inativo
1056,Paulo Souza,GO;Aparecida de Goiânia;Centro;Trecho de Barros,032.951.674-43,Feminino,1988-06-03,ceciliada-conceicao@santos.com,(62) 90898-9433,Cancelado
1057,Bryan Freitas,GO;Goiânia;Setor Oeste;Vale de Barros,176.058.349-93,Masculino,1961-10-14,noahribeiro@duarte.br,(62) 96274-6989,Ativo
1058,Dra. Emanuella Castro,GO;Goiânia;Setor Bueno;Condomínio de Aragão,018.732.659-21,Feminino,1999-03-04,vsouza@yahoo.com.br,(62) 92871-2097,Ativo
1059,Bárbara Souza,GO;Aparecida de Goiânia;Parque Amazônia;Vila de Silva,903.786.514-39,Feminino,2005-07-30,ribeiroguilherme@uol.com.br,(62) 93909-9841,Ativo
1060,Yago Ribeiro,GO;Aparecida de Goiânia;Vila Brasília;Colônia de Almeida,183.729.045-88,Masculino,1970-02-06,maria-fernandanogueira@rocha.br,(62) 93693-6250,Ativo
1061,Gustavo Henrique Vieira,GO;Aparecida de Goiânia;Jardim Goiás;Passarela Azevedo,248.165.309-24,Feminino,1960-08-04,bianca80@gmail.com,(62) 94540-1892,Ativo
1062,Maria Nascimento,GO;Aparecida de Goiânia;Parque Amazônia;Travessa Moreira,706.932.815-02,Feminino,1997-02-08,zferreira@ig.com.br,(62) 98215-9629,Trancado
1063,Dra. Bianca Carvalho,GO;Goiânia;Setor Bueno;Vila Correia,038.294.651-06,Feminino,1981-06-24,oliveiranoah@nogueira.br,(62) 97405-7031,Inativo
1064,Maria Alice das Neves,GO;Goiânia;Setor Oeste;Colônia Moura,416.905.273-07,Feminino,1998-11-26,evelyn48@das.com,(62) 91430-2313,Ativo
1065,João Miguel Ribeiro,GO;Goiânia;Jardim Goiás;Alameda Erick Freitas,395.124.087-32,Masculino,2008-07-21,zgoncalves@ig.com.br,(62) 91791-3699,Ativo
1066,Kamilly Ferreira,GO;Goiânia;Setor Oeste;Residencial Rafael Castro,385.270.164-35,Masculino,1970-02-27,ucosta@uol.com.br,(62) 93346-9530,Cancelado
1067,Enzo Moura,GO;Aparecida de Goiânia;Jardim Goiás;Parque de Aragão,260.854.379-00,Feminino,1997-11-16,mendesthiago@yahoo.com.br,(62) 98870-3163,Ativo
1068,Gustavo Gonçalves,GO;Goiânia;Vila Brasília;Quadra de Costa,051.398.642-15,Masculino,1989-03-10,ana-carolina77@hotmail.com,(62) 94776-4097,Ativo
1069,Dr. Francisco Rocha,GO;Aparecida de Goiânia;Jardim Goiás;Largo de Ramos,380.619.275-86,Feminino,1995-10-01,ncaldeira@rodrigues.org,(62) 96745-6616,Ativo
1070,Carolina Nogueira,GO;Aparecida de Goiânia;Setor Bueno;Jardim Gabriel Alves,279.468.015-30,Feminino,1962-12-20,raulferreira@souza.br,(62) 97503-5982,Ativo
1071,Milena Nascimento,GO;Aparecida de Goiânia;Centro;Rodovia de Ribeiro,762.941.583-46,Feminino,2006-01-25,barbaracampos@mendes.br,(62) 93715-8933,Ativo
1072,Ana Beatriz Oliveira,GO;Goiânia;Vila Brasília;Pátio de Cardoso,534.026.187-53,Masculino,2005-04-18,elisa86@da.br,(62) 95785-5659,Ativo
1073,Dr. Kevin Fernandes,GO;Goiânia;Parque Amazônia;Jardim Ian Pinto,709.463.521-43,Masculino,1960-03-06,maria-juliamartins@uol.com.br,(62) 98770-5673,Ativo
1074,Nicolas Araújo,GO;Aparecida de Goiânia;Vila Brasília;Via da Conceição,627.519.083-30,Masculino,1975-12-30,joao-guilhermerocha@hotmail.com,(62) 92641-4897,Ativo
1075,Ana Lívia Cavalcanti,GO;Goiânia;Vila Brasília;Lago Fogaça,179.380.245-97,Masculino,1964-09-06,maite76@bol.com.br,(62) 97223-5266,Ativo
1076,Juliana Vieira,GO;Aparecida de Goiânia;Vila Brasília;Viela Novaes,209.534.861-33,Masculino,1975-05-31,joao-felipe16@da.com,(62) 95192-6633,Ativo
1077,Luiz Felipe Cardoso,GO;Goiânia;Jardim Goiás;Lago da Paz,031.876.954-93,Masculino,1963-09-12,cardosoana-sophia@uol.com.br,(62) 98743-5940,Ativo
1078,Diego Oliveira,GO;Goiânia;Centro;Passarela de Martins,763.408.125-62,Feminino,1990-10-20,matheus69@correia.org,(62) 92381-8504,Cancelado
1079,Benício da Cruz,GO;Goiânia;Vila Brasília;Travessa Costa,327.519.680-40,Feminino,1983-05-20,das-nevesnina@bol.com.br,(62) 94842-8764,Trancado
1080,Clarice Monteiro,GO;Goiânia;Setor Bueno;Favela Joana Rodrigues,765.813.924-64,Feminino,2003-12-17,sophia96@costela.br,(62) 95549-2840,Inativo
1081,Pedro Henrique Moura,GO;Goiânia;Jardim Goiás;Setor Alves,406.532.789-00,Masculino,1961-03-03,santosfernanda@uol.com.br,(62) 95047-1406,Ativo
1082,Raquel Cavalcanti,GO;Goiânia;Vila Brasília;Esplanada Monteiro,904.275.863-56,Feminino,1998-01-11,da-cunhajoao-lucas@moura.net,(62) 91515-6347,Ativo
1083,Felipe da Rocha,GO;Aparecida de Goiânia;Parque Amazônia;Viela de Azevedo,590.741.283-60,Masculino,1971-05-16,luigimoraes@barbosa.br,(62) 94553-4206,Ativo
1084,João Santos,GO;Aparecida de Goiânia;Vila Brasília;Aeroporto Teixeira,324.619.587-00,Masculino,1997-04-21,laisda-mota@hotmail.com,(62) 98385-7462,Ativo
1085,João Felipe Teixeira,GO;Aparecida de Goiânia;Setor Oeste;Condomínio da Conceição,207.694.318-87,Masculino,2003-06-24,costelavalentina@fogaca.com,(62) 95915-7513,Ativo
1086,Luiz Felipe Nunes,GO;Aparecida de Goiânia;Setor Oeste;Loteamento Laís Castro,106.942.853-15,Feminino,1973-01-21,tramos@freitas.com,(62) 96108-1199,Ativo
1087,Ana da Mata,GO;Aparecida de Goiânia;Parque Amazônia;Rodovia de Nunes,536.182.970-68,Feminino,1986-06-29,diaseduardo@uol.com.br,(62) 99191-2435,Ativo
1088,João Pedro Cavalcanti,GO;Aparecida de Goiânia;Parque Amazônia;Colônia de Campos,845.612.039-15,Feminino,1969-03-26,ccosta@araujo.com,(62) 97249-5728,Ativo
1089,Sr. Isaac Moraes,GO;Aparecida de Goiânia;Jardim Goiás;Conjunto de Ferreira,218.970.356-59,Feminino,1960-04-02,fogacakaique@ig.com.br,(62) 92286-2410,Ativo
1090,Maria Costela,GO;Aparecida de Goiânia;Parque Amazônia;Aeroporto de Jesus,834.562.079-56,Feminino,1985-01-19,henriquecarvalho@bol.com.br,(62) 91083-7156,Ativo
1091,Luana Sales,GO;Goiânia;Setor Bueno;Vale Carlos Eduardo da Cunha,392.465.810-24,Feminino,1962-05-26,knascimento@hotmail.com,(62) 96791-3865,Ativo
1092,Dr. Theo Viana,GO;Goiânia;Setor Oeste;Vila Ana Júlia Rocha,589.746.120-11,Masculino,2004-11-12,dfreitas@bol.com.br,(62) 96254-5742,Ativo
1093,João da Luz,GO;Goiânia;Setor Bueno;Sítio da Cruz,925.816.407-58,Feminino,1960-10-20,irocha@ig.com.br,(62) 98095-8593,Ativo
1094,Diego Monteiro,GO;Aparecida de Goiânia;Jardim Goiás;Chácara Murilo da Luz,342.506.187-90,Feminino,1960-03-01,thalesnunes@jesus.br,(62) 94917-8742,Ativo
1095,Alana Alves,GO;Aparecida de Goiânia;Jardim Goiás;Estrada João Lucas Campos,026.398.451-60,Masculino,2000-10-12,sda-cunha@uol.com.br,(62) 98059-5009,Ativo
1096,Esther Barbosa,GO;Aparecida de Goiânia;Setor Oeste;Fazenda de Nascimento,382.167.904-22,Masculino,1960-11-08,barrosnina@das.br,(62) 99812-6927,Ativo
1097,Ryan Barbosa,GO;Goiânia;Setor Oeste;Favela Marina Souza,619.703.458-10,Feminino,1988-02-24,beatrizrodrigues@martins.org,(62) 91959-7114,Ativo
1098,Sra. Alana Alves,GO;Aparecida de Goiânia;Parque Amazônia;Estrada Oliveira,461.387.920-50,Masculino,1998-07-14,beatrizda-luz@hotmail.com,(62) 99529-1958,Ativo
1099,André Ferreira,GO;Aparecida de Goiânia;Jardim Goiás;Núcleo de Rocha,413.786.925-19,Masculino,1978-11-04,ijesus@castro.org,(62) 95855-3675,Ativo
1100,Sophia Azevedo,GO;Goiânia;Vila Brasília;Vale Laura da Mota,758.049.362-47,Feminino,1988-04-17,kamilly42@freitas.com,(62) 90798-5749,Ativo
1101,Heitor da Mata,GO;Goiânia;Vila Brasília;Parque de Fernandes,172.985.360-95,Masculino,1962-05-19,helena37@fogaca.org,(62) 93002-2548,Ativo
1102,Maria Fernanda Alves,GO;Aparecida de Goiânia;Centro;Estrada Silveira,362.945.017-25,Feminino,1970-11-03,sophia85@ig.com.br,(62) 95180-5932,Ativo
1103,Sabrina Fogaça,GO;Aparecida de Goiânia;Setor Oeste;Trecho das Neves,421.358.760-62,Feminino,1963-11-18,mendeslorenzo@lopes.br,(62) 92354-1211,Ativo
1104,Maria Alice Cardoso,GO;Goiânia;Centro;Avenida Agatha Nascimento,614.837.290-87,Feminino,1977-05-25,limacaroline@ig.com.br,(62) 96750-6575,Cancelado
1105,Marcelo Porto,GO;Goiânia;Vila Brasília;Chácara de Silveira,263.740.981-96,Masculino,2003-12-08,afernandes@uol.com.br,(62) 92532-9247,Ativo
1106,Sr. Benício da Costa,GO;Goiânia;Setor Bueno;Núcleo Oliveira,845.073.961-66,Masculino,1990-05-23,isabellycorreia@gmail.com,(62) 96837-8544,Cancelado
1107,Alícia Mendes,GO;Aparecida de Goiânia;Setor Bueno;Vila Vitória Costa,306.957.184-01,Masculino,1962-01-23,ana-luizafogaca@silva.net,(62) 97856-6705,Ativo
1108,Beatriz da Mata,GO;Aparecida de Goiânia;Setor Bueno;Loteamento de Barbosa,410.693.587-20,Feminino,1972-01-22,kribeiro@ig.com.br,(62) 99791-9570,Inativo
1109,Lorena da Rocha,GO;Goiânia;Parque Amazônia;Conjunto de Cunha,897.302.451-50,Feminino,1998-07-19,otavioda-cunha@ig.com.br,(62) 90471-2943,Ativo
1110,Ryan Ramos,GO;Goiânia;Jardim Goiás;Travessa Alves,706.315.894-57,Masculino,1963-07-28,icardoso@uol.com.br,(62) 95036-3053,Ativo
1111,Caroline da Luz,GO;Aparecida de Goiânia;Centro;Passarela Gonçalves,719.504.382-79,Masculino,1994-03-19,carolinecosta@peixoto.net,(62) 91273-1308,Inativo
1112,Antônio da Rocha,GO;Goiânia;Jardim Goiás;Praia de da Mota,456.307.189-75,Masculino,2008-06-08,duartepietro@aragao.com,(62) 91766-1537,Inativo
1113,João Lucas Ferreira,GO;Goiânia;Centro;Vereda Vitor Gabriel Fogaça,217.540.386-62,Masculino,2000-11-25,lucas-gabriel88@farias.com,(62) 94145-1709,Ativo
1114,Clarice Correia,GO;Goiânia;Setor Bueno;Vereda Noah Barbosa,503.789.642-83,Masculino,1982-12-20,nascimentomaite@da.com,(62) 99859-4365,Ativo
1115,Ana Beatriz da Rocha,GO;Aparecida de Goiânia;Vila Brasília;Distrito Elisa Santos,962.578.403-92,Feminino,1961-09-10,ramosian@da.com,(62) 90479-2487,Ativo
1116,Maria Luiza Mendes,GO;Goiânia;Vila Brasília;Aeroporto Azevedo,619.708.342-69,Feminino,1998-01-08,ffreitas@peixoto.com,(62) 95770-3630,Trancado
1117,Beatriz Aragão,GO;Goiânia;Setor Oeste;Rua Maria Julia Rodrigues,493.287.165-19,Masculino,1975-12-01,ocaldeira@peixoto.org,(62) 91623-1229,Ativo
1118,Bruno da Luz,GO;Goiânia;Setor Bueno;Núcleo Luiz Felipe Alves,536.407.982-10,Masculino,1960-04-28,noahda-cruz@ig.com.br,(62) 98800-1070,Cancelado
1119,Marcos Vinicius Fogaça,GO;Goiânia;Setor Bueno;Lagoa de Barbosa,670.129.348-40,Feminino,1998-05-11,pcaldeira@bol.com.br,(62) 96004-4033,Ativo
1120,Dr. Enzo Gabriel Pereira,GO;Goiânia;Jardim Goiás;Núcleo de Freitas,642.078.319-40,Feminino,1976-12-26,xmoura@aragao.net,(62) 96219-7948,Ativo
1121,Sra. Júlia da Costa,GO;Goiânia;Jardim Goiás;Residencial de da Luz,986.240.137-04,Masculino,1973-01-09,ana-claraazevedo@nunes.br,(62) 95149-3025,Ativo
1122,Vinicius Barros,GO;Aparecida de Goiânia;Centro;Parque Larissa da Costa,698.034.572-92,Feminino,1977-01-14,kda-mata@costela.com,(62) 94723-1665,Ativo
1123,Sarah Vieira,GO;Aparecida de Goiânia;Parque Amazônia;Rua João Felipe Barros,792.830.645-00,Feminino,1976-06-13,raquel87@silva.br,(62) 94646-8486,Ativo
1124,Eloah Farias,GO;Aparecida de Goiânia;Setor Bueno;Lagoa Caio Rezende,312.890.457-04,Feminino,1966-02-01,kamillysouza@ig.com.br,(62) 93700-7672,Ativo
1125,Bianca Campos,GO;Aparecida de Goiânia;Parque Amazônia;Vale de Viana,037.214.896-40,Masculino,1980-04-30,gomesnicole@da.com,(62) 97793-7020,Ativo
1126,Melissa Martins,GO;Goiânia;Centro;Residencial de Pereira,520.419.873-32,Masculino,2005-04-06,ian24@gmail.com,(62) 96494-8177,Ativo
1127,Maria Cavalcanti,GO;Goiânia;Parque Amazônia;Vereda Almeida,056.419.782-30,Masculino,2001-12-06,kcostela@bol.com.br,(62) 96468-7563,Ativo
1128,Mariana Oliveira,GO;Aparecida de Goiânia;Setor Bueno;Estrada de Rocha,479.051.263-07,Masculino,1987-05-31,emelo@goncalves.net,(62) 91060-6959,Cancelado
1129,Mariane Lopes,GO;Aparecida de Goiânia;Setor Oeste;Distrito Melo,217.908.356-40,Feminino,1987-02-12,barroscecilia@sales.net,(62) 92011-4815,Trancado
1130,Sofia Cardoso,GO;Aparecida de Goiânia;Jardim Goiás;Residencial Ana Julia Araújo,429.685.310-42,Feminino,1999-10-13,nda-mota@barbosa.net,(62) 96557-6834,Ativo
1131,Sofia Teixeira,GO;Aparecida de Goiânia;Jardim Goiás;Feira de da Cunha,197.504.268-94,Feminino,1987-11-20,pedro-lucascampos@ribeiro.br,(62) 92414-8448,Ativo
1132,Maria Sophia Monteiro,GO;Goiânia;Centro;Colônia de Martins,915.402.637-70,Feminino,1964-12-01,vitor34@gmail.com,(62) 93781-3205,Ativo
1133,Emanuella Fogaça,GO;Aparecida de Goiânia;Setor Bueno;Lagoa Lopes,078.962.543-10,Feminino,2008-06-16,luiz-felipe91@uol.com.br,(62) 90438-3934,Ativo
1134,Cauã Viana,GO;Aparecida de Goiânia;Jardim Goiás;Sítio de Nunes,368.710.529-68,Feminino,1978-05-19,kamillyviana@da.com,(62) 91578-2253,Ativo
1135,Emilly Aragão,GO;Aparecida de Goiânia;Vila Brasília;Pátio Francisco da Paz,251.396.708-95,Masculino,2004-06-30,da-costayuri@yahoo.com.br,(62) 94809-9157,Ativo
1136,Diogo Rezende,GO;Goiânia;Jardim Goiás;Viela Costa,670.459.382-92,Feminino,1979-12-29,santosclarice@gmail.com,(62) 98856-9955,Ativo
1137,Pietra Carvalho,GO;Aparecida de Goiânia;Jardim Goiás;Avenida de Mendes,268.079.431-13,Masculino,1996-05-19,davi-luccacarvalho@hotmail.com,(62) 96285-8374,Ativo
1138,João Duarte,GO;Aparecida de Goiânia;Parque Amazônia;Núcleo Maysa Freitas,205.143.869-24,Feminino,1972-04-07,nunesbernardo@ramos.com,(62) 90589-1538,Ativo
1139,Lucca Caldeira,GO;Aparecida de Goiânia;Jardim Goiás;Pátio da Mata,953.427.618-91,Masculino,1995-10-08,davi-luccapires@goncalves.com,(62) 98052-8056,Ativo
1140,Igor Nascimento,GO;Aparecida de Goiânia;Jardim Goiás;Favela Nogueira,614.082.375-71,Masculino,1959-10-07,antoniocunha@ig.com.br,(62) 99320-9037,Ativo
1141,Juliana Barros,GO;Aparecida de Goiânia;Vila Brasília;Aeroporto Laís Viana,605.814.927-49,Masculino,1982-01-29,cduarte@novaes.net,(62) 98301-1913,Ativo
1142,Ana Vitória Alves,GO;Goiânia;Vila Brasília;Trevo de Moreira,045.176.382-35,Feminino,1974-04-20,da-cunhacaua@araujo.com,(62) 95779-5660,Ativo
1143,Carlos Eduardo da Mata,GO;Goiânia;Parque Amazônia;Sítio Kamilly Gomes,745.268.103-71,Masculino,1986-04-13,teixeiraana-julia@cunha.br,(62) 92100-7003,Ativo
1144,Sra. Helena das Neves,GO;Aparecida de Goiânia;Jardim Goiás;Trevo Moura,593.268.710-02,Feminino,1994-07-17,aragaolorena@vieira.br,(62) 96235-2594,Ativo
1145,Cauã Sales,GO;Aparecida de Goiânia;Vila Brasília;Praça de Araújo,603.978.541-10,Feminino,2001-07-13,lopesmariana@uol.com.br,(62) 90924-5001,Ativo
1146,Alana Gonçalves,GO;Goiânia;Centro;Viela Carvalho,850.721.634-07,Masculino,1990-02-15,bnunes@da.br,(62) 91073-5995,Ativo
1147,Luna Castro,GO;Aparecida de Goiânia;Vila Brasília;Trecho Martins,905.162.483-24,Feminino,1981-01-31,monteiroemanuella@uol.com.br,(62) 90612-8551,Ativo
1148,Leonardo Ferreira,GO;Goiânia;Setor Oeste;Rua de Teixeira,570.293.864-00,Feminino,1963-06-07,nicole53@gmail.com,(62) 94368-1334,Ativo
1149,Larissa Jesus,GO;Goiânia;Jardim Goiás;Sítio André Moura,183.924.765-73,Feminino,2008-06-21,ana-claramelo@uol.com.br,(62) 99344-7394,Ativo
1150,Letícia Barros,GO;Aparecida de Goiânia;Setor Bueno;Favela da Mota,012.894.763-22,Masculino,1972-03-20,zribeiro@viana.net,(62) 93373-6504,Ativo
1151,Ryan Rocha,GO;Goiânia;Vila Brasília;Trecho de da Mata,289.715.346-64,Feminino,1974-01-19,heloisanunes@ferreira.com,(62) 95952-8143,Ativo
1152,Davi Luiz Pires,GO;Aparecida de Goiânia;Setor Bueno;Praça da Mota,239.046.785-74,Masculino,1991-10-17,leviteixeira@da.com,(62) 94708-5344,Ativo
1153,Vitor Hugo da Luz,GO;Aparecida de Goiânia;Centro;Ladeira Maria Sophia Mendes,182.403.795-32,Masculino,1994-09-16,guilherme34@uol.com.br,(62) 99473-2552,Ativo
1154,João Pedro Caldeira,GO;Goiânia;Parque Amazônia;Distrito de da Mata,310.759.264-16,Feminino,1989-09-11,mcampos@bol.com.br,(62) 96997-4436,Ativo
1155,Marina da Costa,GO;Aparecida de Goiânia;Setor Bueno;Recanto de Araújo,316.540.982-05,Feminino,1968-04-22,drezende@hotmail.com,(62) 98268-5913,Ativo
1156,Agatha da Rocha,GO;Aparecida de Goiânia;Parque Amazônia;Área Ribeiro,592.467.183-64,Feminino,1997-08-01,duartevitor-gabriel@gmail.com,(62) 96591-5116,Ativo
1157,Sra. Sabrina Barros,GO;Aparecida de Goiânia;Setor Bueno;Esplanada Antônio Barbosa,826.371.950-02,Masculino,1968-07-30,arthur67@yahoo.com.br,(62) 90304-9457,Trancado
1158,Thales Nunes,GO;Aparecida de Goiânia;Vila Brasília;Rua da Rosa,147.268.350-17,Feminino,1972-07-27,aferreira@ig.com.br,(62) 94389-9728,Trancado
1159,Pietra Rodrigues,GO;Goiânia;Setor Bueno;Trevo Mariana da Rocha,860.459.217-20,Masculino,1998-08-29,fernandesjulia@ig.com.br,(62) 98556-4287,Ativo
1160,Kaique Pinto,GO;Goiânia;Parque Amazônia;Vale Murilo Mendes,219.546.073-34,Masculino,1979-10-06,franciscodas-neves@nascimento.com,(62) 94919-8133,Ativo
1161,Fernando Aragão,GO;Goiânia;Setor Oeste;Quadra de Santos,384.921.765-55,Masculino,1959-11-09,maria-luizaporto@da.com,(62) 96757-5373,Trancado
1162,Sra. Ana Clara Silva,GO;Goiânia;Centro;Estrada de Fernandes,841.390.625-33,Masculino,1993-09-07,juanporto@caldeira.br,(62) 96649-4907,Ativo
1163,Melissa Moura,GO;Aparecida de Goiânia;Jardim Goiás;Viela Viana,056.834.271-26,Masculino,1986-11-08,rteixeira@uol.com.br,(62) 95087-8604,Ativo
1164,Alexandre Pires,GO;Goiânia;Setor Oeste;Praia de Santos,692.083.714-50,Masculino,1970-01-25,dcosta@da.com,(62) 93309-3610,Ativo
1165,Emilly Melo,GO;Goiânia;Parque Amazônia;Rua Ana Lívia Mendes,124.368.057-17,Feminino,1993-07-21,pietro57@yahoo.com.br,(62) 99022-3883,Ativo
