ID_aula,ID_modalidade,Data_aula,Horario_inicio,Instrutor,Lotacao,Presencas,ID_unidade
854,1,2025-06-11,17:00:00,Ana Sophia da Costa,15,8,3
855,1,2025-07-21,07:00:00,Thomas Azevedo,15,11,5
856,4,2025-06-03,15:00:00,Maria Cecília Martins,12,11,2
857,3,2025-05-20,17:00:00,Dra. Evelyn Gonçalves,15,8,2
858,1,2025-07-02,10:00:00,Thomas Azevedo,15,9,2
859,3,2025-05-25,15:00:00,Alice Moreira,15,14,4
860,3,2025-05-05,10:00:00,Maria Cecília Martins,15,9,1
861,4,2025-04-01,07:00:00,Ana Sophia da Costa,12,12,1
862,5,2025-04-05,09:00:00,João Pinto,12,5,4
863,1,2025-04-24,15:00:00,Heitor Teixeira,15,6,5
864,2,2025-07-12,10:00:00,Heitor Costela,15,11,1
865,3,2025-07-19,09:00:00,Ana Sophia da Costa,15,6,5
866,1,2025-04-28,07:00:00,Maria Duarte,15,14,3
867,3,2025-05-13,18:00:00,Luiz Miguel Caldeira,15,14,3
868,1,2025-05-28,17:00:00,João Pinto,15,11,3
869,5,2025-05-12,08:00:00,Thomas Azevedo,12,12,3
870,2,2025-06-26,08:00:00,Dra. Evelyn Gonçalves,15,12,4
871,2,2025-04-18,10:00:00,Heitor Costela,15,10,2
872,1,2025-05-27,10:00:00,Stella da Mata,15,14,1
873,1,2025-05-04,17:00:00,Marcela Melo,15,14,5
874,3,2025-05-25,18:00:00,Dra. Evelyn Gonçalves,15,14,2
875,4,2025-05-07,18:00:00,Sarah Dias,12,10,4
876,2,2025-07-06,07:00:00,Agatha Nunes,15,14,4
877,2,2025-07-08,08:00:00,Alice Moreira,15,9,4
878,4,2025-04-11,08:00:00,Maria Duarte,12,12,2
879,4,2025-04-23,10:00:00,Luiz Miguel Caldeira,12,7,3
880,5,2025-05-17,09:00:00,Sarah Dias,12,7,1
881,1,2025-06-28,16:00:00,Thomas Azevedo,15,11,5
882,2,2025-05-04,07:00:00,Thomas Azevedo,15,7,4
883,1,2025-05-22,08:00:00,Agatha Nunes,15,10,3
884,1,2025-07-26,08:00:00,Agatha Nunes,15,10,2
885,5,2025-04-30,16:00:00,Daniela Ferreira,12,6,5
886,2,2025-07-12,15:00:00,Thomas Azevedo,15,11,3
887,4,2025-07-16,17:00:00,Heitor Teixeira,12,11,2
888,3,2025-05-27,08:00:00,Breno Cardoso,15,7,1
889,5,2025-04-06,08:00:00,Dra. Evelyn Gonçalves,12,12,5
890,2,2025-07-20,07:00:00,Alice Moreira,15,13,4
891,5,2025-06-17,18:00:00,Stella da Mata,12,11,3
892,1,2025-07-26,15:00:00,Otávio Nogueira,15,14,4
893,3,2025-06-20,10:00:00,Maria Duarte,15,15,2
894,4,2025-05-31,08:00:00,Joana Silveira,12,6,2
895,4,2025-07-04,08:00:00,Maria Cecília Martins,12,10,5
896,1,2025-05-13,10:00:00,Joana Silveira,15,7,4
897,5,2025-07-11,16:00:00,Lucca Martins,12,9,1
898,4,2025-06-04,17:00:00,João Pinto,12,7,1
899,3,2025-05-15,17:00:00,Lucca Martins,15,6,1
900,5,2025-07-30,16:00:00,Otávio Nogueira,12,6,5
901,4,2025-06-29,17:00:00,Maria Duarte,12,9,5
902,4,2025-05-31,18:00:00,Otávio Nogueira,12,6,5
903,4,2025-04-21,08:00:00,Maria Cecília Martins,12,5,1
904,3,2025-05-04,16:00:00,Marcela Melo,15,13,1
905,3,2025-04-29,18:00:00,Maria Cecília Martins,15,8,4
906,4,2025-04-02,08:00:00,Dra. Evelyn Gonçalves,12,7,5
907,2,2025-07-03,09:00:00,Maria Duarte,15,9,2
908,4,2025-04-26,09:00:00,Stella da Mata,12,11,4
909,3,2025-04-16,07:00:00,Ana Sophia da Costa,15,14,1
910,3,2025-05-31,08:00:00,Sarah Dias,15,11,2
911,3,2025-07-19,17:00:00,Daniela Ferreira,15,7,1
912,1,2025-07-14,07:00:00,João Pinto,15,14,1
913,5,2025-04-09,15:00:00,Dra. Evelyn Gonçalves,12,11,4
914,4,2025-06-03,16:00:00,Lucca Martins,12,7,5
915,4,2025-06-13,17:00:00,Sarah Dias,12,6,3
916,5,2025-04-01,17:00:00,Daniela Ferreira,12,12,4
917,5,2025-05-04,15:00:00,Dra. Evelyn Gonçalves,12,12,3
918,5,2025-05-05,15:00:00,Otávio Nogueira,12,7,3
919,1,2025-04-29,18:00:00,Luiz Miguel Caldeira,15,5,4
920,1,2025-05-22,18:00:00,Heitor Costela,15,10,2
921,3,2025-07-05,17:00:00,Luiz Miguel Caldeira,15,8,1
922,5,2025-04-06,07:00:00,Alice Moreira,12,7,4
923,3,2025-05-14,07:00:00,João Pinto,15,13,1
924,5,2025-05-02,07:00:00,Dra. Evelyn Gonçalves,12,10,5
925,5,2025-04-16,16:00:00,Heitor Teixeira,12,11,2
926,3,2025-05-15,16:00:00,Daniela Ferreira,15,13,4
927,2,2025-05-07,08:00:00,Maria Cecília Martins,15,12,4
928,1,2025-06-29,07:00:00,Thomas Azevedo,15,7,5
929,4,2025-07-12,10:00:00,Lucca Martins,12,5,1
930,1,2025-04-03,10:00:00,Maria Duarte,15,15,4
931,3,2025-04-11,18:00:00,Emanuella da Cunha,15,11,5
932,2,2025-06-14,08:00:00,Joana Silveira,15,7,4
933,5,2025-07-13,18:00:00,Maria Duarte,12,10,2
934,1,2025-05-29,08:00:00,Sarah Dias,15,12,1
935,1,2025-04-01,10:00:00,Emanuella da Cunha,15,10,4
936,3,2025-07-28,17:00:00,Dra. Evelyn Gonçalves,15,7,2
937,2,2025-06-18,07:00:00,Heitor Costela,15,5,2
938,3,2025-05-23,17:00:00,Otávio Nogueira,15,8,2
939,2,2025-04-28,10:00:00,Marcela Melo,15,10,4
940,4,2025-07-20,08:00:00,Ana Sophia da Costa,12,9,1
941,3,2025-05-14,18:00:00,Otávio Nogueira,15,10,1
942,2,2025-07-17,09:00:00,Daniela Ferreira,15,9,1
943,5,2025-06-09,17:00:00,Heitor Costela,12,11,4
944,3,2025-06-02,09:00:00,Emanuella da Cunha,15,10,5
945,1,2025-06-10,16:00:00,Marcela Melo,15,15,3
946,1,2025-04-07,17:00:00,Dra. Evelyn Gonçalves,15,5,3
947,4,2025-06-24,08:00:00,Maria Cecília Martins,12,8,4
948,3,2025-07-30,10:00:00,Stella da Mata,15,7,3
949,3,2025-07-22,16:00:00,Luiz Miguel Caldeira,15,13,1
950,1,2025-05-06,17:00:00,Heitor Teixeira,15,9,4
951,4,2025-05-04,17:00:00,Sarah Dias,12,5,3
952,1,2025-04-01,16:00:00,Breno Cardoso,15,6,5
953,5,2025-04-07,17:00:00,Marcela Melo,12,7,4
954,3,2025-07-11,16:00:00,João Pinto,15,12,2
955,3,2025-04-25,09:00:00,Ana Sophia da Costa,15,7,2
956,4,2025-04-24,17:00:00,Otávio Nogueira,12,6,2
957,2,2025-05-28,17:00:00,Maria Duarte,15,14,5
958,5,2025-05-21,09:00:00,Maria Duarte,12,9,2
959,1,2025-07-24,09:00:00,Daniela Ferreira,15,12,2
960,1,2025-04-23,18:00:00,João Pinto,15,7,4
961,2,2025-05-12,10:00:00,Marcela Melo,15,9,4
962,2,2025-04-07,09:00:00,Luiz Miguel Caldeira,15,10,2
963,2,2025-07-30,09:00:00,Heitor Costela,15,7,5
964,5,2025-06-13,10:00:00,Maria Cecília Martins,12,10,2
965,5,2025-04-19,18:00:00,Marcela Melo,12,5,2
966,2,2025-03-31,08:00:00,Emanuella da Cunha,15,13,5
967,1,2025-07-08,09:00:00,Emanuella da Cunha,15,7,2
968,5,2025-06-11,16:00:00,Stella da Mata,12,11,4
969,5,2025-05-31,16:00:00,Agatha Nunes,12,6,2
970,2,2025-07-03,15:00:00,Luiz Miguel Caldeira,15,8,4
971,3,2025-04-10,18:00:00,João Pinto,15,11,4
972,2,2025-05-24,07:00:00,Luiz Miguel Caldeira,15,7,4
973,2,2025-04-23,10:00:00,João Pinto,15,12,5
974,3,2025-07-21,08:00:00,Heitor Costela,15,7,4
975,1,2025-05-06,15:00:00,Thomas Azevedo,15,10,5
976,1,2025-06-18,10:00:00,Otávio Nogueira,15,8,1
977,2,2025-05-19,17:00:00,Dra. Evelyn Gonçalves,15,10,5
978,5,2025-03-31,18:00:00,Maria Duarte,12,12,5
979,1,2025-06-13,07:00:00,Marcela Melo,15,7,1
980,2,2025-05-23,17:00:00,Maria Cecília Martins,15,11,1
981,1,2025-04-19,18:00:00,Sarah Dias,15,12,2
982,3,2025-06-11,17:00:00,Emanuella da Cunha,15,9,5
983,3,2025-04-21,18:00:00,Heitor Costela,15,14,5
984,5,2025-04-24,16:00:00,Thomas Azevedo,12,11,1
985,2,2025-07-07,18:00:00,Heitor Teixeira,15,5,4
986,3,2025-04-26,16:00:00,Emanuella da Cunha,15,11,4
987,1,2025-05-05,17:00:00,Emanuella da Cunha,15,13,3
988,4,2025-05-03,15:00:00,Dra. Evelyn Gonçalves,12,6,3
989,4,2025-05-25,17:00:00,Ana Sophia da Costa,12,5,5
990,4,2025-04-21,18:00:00,Dra. Evelyn Gonçalves,12,8,4
991,2,2025-05-13,10:00:00,Agatha Nunes,15,15,1
992,3,2025-05-02,18:00:00,Heitor Costela,15,11,3
993,5,2025-07-21,08:00:00,Alice Moreira,12,12,2
994,4,2025-06-11,17:00:00,Luiz Miguel Caldeira,12,11,5
995,1,2025-04-11,07:00:00,Ana Sophia da Costa,15,10,4
996,5,2025-04-15,17:00:00,Maria Cecília Martins,12,8,3
997,3,2025-04-04,08:00:00,Otávio Nogueira,15,9,2
998,2,2025-04-24,18:00:00,Maria Duarte,15,11,4
999,5,2025-05-17,08:00:00,Maria Duarte,12,12,2
1000,2,2025-05-04,15:00:00,Daniela Ferreira,15,14,4
1001,4,2025-05-07,09:00:00,Luiz Miguel Caldeira,12,12,5
1002,2,2025-04-30,08:00:00,João Pinto,15,6,3
1003,1,2025-04-23,09:00:00,Luiz Miguel Caldeira,15,13,1
1004,5,2025-05-12,15:00:00,Maria Cecília Martins,12,11,4
1005,3,2025-07-19,10:00:00,Daniela Ferreira,15,9,1
1006,3,2025-07-21,15:00:00,Ana Sophia da Costa,15,6,1
1007,2,2025-04-26,16:00:00,Ana Sophia da Costa,15,12,5
1008,4,2025-07-13,08:00:00,Emanuella da Cunha,12,12,4
1009,1,2025-05-31,15:00:00,Lucca Martins,15,7,5
1010,3,2025-07-07,17:00:00,João Pinto,15,12,5
1011,5,2025-04-23,07:00:00,Maria Cecília Martins,12,6,2
1012,2,2025-05-24,18:00:00,Heitor Costela,15,5,1
1013,3,2025-05-06,10:00:00,Agatha Nunes,15,10,3
1014,1,2025-07-05,16:00:00,Emanuella da Cunha,15,9,3
1015,3,2025-05-15,16:00:00,Joana Silveira,15,15,3
1016,5,2025-05-31,17:00:00,Maria Cecília Martins,12,7,3
1017,3,2025-04-07,10:00:00,Heitor Teixeira,15,7,2
1018,5,2025-05-03,10:00:00,Sarah Dias,12,9,4
1019,4,2025-04-26,15:00:00,Heitor Costela,12,12,3
1020,1,2025-04-19,10:00:00,Stella da Mata,15,10,5
1021,3,2025-05-22,08:00:00,Emanuella da Cunha,15,5,3
1022,4,2025-07-28,16:00:00,Heitor Teixeira,12,10,3
1023,5,2025-04-16,17:00:00,Agatha Nunes,12,6,2
1024,1,2025-06-15,09:00:00,Thomas Azevedo,15,5,1
1025,3,2025-04-18,08:00:00,Otávio Nogueira,15,10,2
1026,5,2025-04-10,16:00:00,Daniela Ferreira,12,11,1
1027,2,2025-04-16,15:00:00,Maria Duarte,15,12,3
1028,4,2025-07-25,15:00:00,Otávio Nogueira,12,7,3
1029,4,2025-07-21,16:00:00,Heitor Teixeira,12,9,1
1030,3,2025-06-04,08:00:00,Thomas Azevedo,15,6,2
1031,2,2025-05-13,09:00:00,Joana Silveira,15,14,1
1032,5,2025-04-27,16:00:00,Sarah Dias,12,10,1
1033,2,2025-04-17,09:00:00,Breno Cardoso,15,6,5
1034,4,2025-03-31,16:00:00,Maria Duarte,12,5,5
1035,2,2025-06-02,10:00:00,Breno Cardoso,15,12,2
1036,2,2025-07-27,17:00:00,Maria Cecília Martins,15,12,5
1037,4,2025-07-02,09:00:00,Lucca Martins,12,12,1
1038,2,2025-07-06,15:00:00,Alice Moreira,15,10,3
1039,3,2025-05-27,15:00:00,Joana Silveira,15,8,2
1040,4,2025-05-04,09:00:00,Heitor Teixeira,12,12,1
1041,2,2025-07-13,18:00:00,Heitor Costela,15,11,3
1042,5,2025-04-17,08:00:00,Luiz Miguel Caldeira,12,8,1
1043,4,2025-05-26,08:00:00,Maria Cecília Martins,12,10,2
1044,5,2025-05-17,18:00:00,Emanuella da Cunha,12,12,1
1045,3,2025-06-01,16:00:00,Thomas Azevedo,15,14,5
1046,2,2025-04-23,16:00:00,Emanuella da Cunha,15,5,2
1047,4,2025-07-29,15:00:00,Joana Silveira,12,12,1
1048,5,2025-05-29,17:00:00,Emanuella da Cunha,12,6,3
1049,3,2025-04-23,10:00:00,Sarah Dias,15,8,2
1050,4,2025-07-30,17:00:00,Ana Sophia da Costa,12,7,1
1051,3,2025-07-19,07:00:00,Joana Silveira,15,10,1
1052,2,2025-06-29,15:00:00,Agatha Nunes,15,12,5
1053,4,2025-07-26,15:00:00,Heitor Costela,12,12,1
1054,5,2025-07-13,08:00:00,Heitor Teixeira,12,9,1
1055,1,2025-04-16,07:00:00,João Pinto,15,9,3
1056,1,2025-07-03,17:00:00,João Pinto,15,11,1
1057,3,2025-06-17,07:00:00,Sarah Dias,15,7,5
1058,1,2025-05-16,17:00:00,Ana Sophia da Costa,15,15,4
1059,1,2025-04-04,15:00:00,Maria Cecília Martins,15,14,3
1060,5,2025-04-20,09:00:00,Joana Silveira,12,5,2
1061,4,2025-07-24,18:00:00,Agatha Nunes,12,9,3
1062,1,2025-04-19,07:00:00,Lucca Martins,15,14,2
1063,3,2025-04-20,16:00:00,Joana Silveira,15,7,4
1064,3,2025-06-06,08:00:00,Marcela Melo,15,9,4
1065,1,2025-05-23,09:00:00,João Pinto,15,7,5
1066,1,2025-05-10,16:00:00,Sarah Dias,15,6,4
1067,2,2025-04-22,08:00:00,Ana Sophia da Costa,15,8,1
1068,1,2025-06-23,07:00:00,Daniela Ferreira,15,8,5
1069,5,2025-06-25,18:00:00,Alice Moreira,12,8,3
1070,1,2025-04-10,16:00:00,Agatha Nunes,15,12,5
1071,3,2025-04-15,10:00:00,Marcela Melo,15,9,2
1072,1,2025-05-26,10:00:00,Sarah Dias,15,14,1
1073,1,2025-04-21,16:00:00,Marcela Melo,15,14,5
1074,4,2025-03-31,08:00:00,Agatha Nunes,12,5,5
1075,3,2025-05-28,07:00:00,Breno Cardoso,15,11,4
1076,5,2025-07-17,18:00:00,Heitor Teixeira,12,6,4
1077,5,2025-07-10,10:00:00,Breno Cardoso,12,9,4
1078,3,2025-04-26,10:00:00,Thomas Azevedo,15,15,1
1079,2,2025-04-05,17:00:00,Breno Cardoso,15,15,2
1080,2,2025-06-17,07:00:00,Ana Sophia da Costa,15,12,5
1081,1,2025-05-20,16:00:00,Emanuella da Cunha,15,11,1
1082,4,2025-06-06,07:00:00,Otávio Nogueira,12,10,3
1083,5,2025-06-12,09:00:00,Breno Cardoso,12,7,2
1084,1,2025-04-28,07:00:00,Maria Duarte,15,15,5
1085,4,2025-07-30,18:00:00,Thomas Azevedo,12,9,5
1086,5,2025-04-05,07:00:00,Ana Sophia da Costa,12,11,3
1087,4,2025-04-04,18:00:00,Agatha Nunes,12,7,5
1088,1,2025-07-28,18:00:00,Dra. Evelyn Gonçalves,15,9,2
1089,1,2025-07-15,08:00:00,Maria Cecília Martins,15,7,5
1090,4,2025-05-06,16:00:00,Breno Cardoso,12,8,5
1091,2,2025-05-04,15:00:00,Otávio Nogueira,15,8,5
1092,1,2025-07-05,10:00:00,Heitor Teixeira,15,6,3
1093,1,2025-05-06,16:00:00,Emanuella da Cunha,15,10,4
1094,5,2025-06-23,08:00:00,Stella da Mata,12,10,5
1095,3,2025-06-10,07:00:00,Otávio Nogueira,15,13,5
1096,5,2025-04-28,07:00:00,Agatha Nunes,12,8,5
1097,5,2025-07-18,09:00:00,Lucca Martins,12,12,2
1098,2,2025-05-09,17:00:00,João Pinto,15,6,5
1099,3,2025-07-27,18:00:00,Sarah Dias,15,12,5
1100,3,2025-06-27,08:00:00,Stella da Mata,15,15,3
1101,1,2025-04-25,18:00:00,Heitor Teixeira,15,15,5
1102,3,2025-06-11,10:00:00,Daniela Ferreira,15,15,5
1103,5,2025-04-24,09:00:00,Otávio Nogueira,12,5,3
1104,1,2025-04-09,09:00:00,Stella da Mata,15,9,3
1105,1,2025-05-31,17:00:00,Emanuella da Cunha,15,9,2
1106,2,2025-06-12,15:00:00,Otávio Nogueira,15,11,5
1107,4,2025-06-07,07:00:00,Stella da Mata,12,6,1
1108,4,2025-06-19,18:00:00,Dra. Evelyn Gonçalves,12,5,2
1109,2,2025-06-29,07:00:00,Heitor Teixeira,15,14,2
1110,3,2025-07-29,17:00:00,Ana Sophia da Costa,15,12,4
1111,2,2025-04-18,17:00:00,Daniela Ferreira,15,7,4
1112,3,2025-06-21,09:00:00,Agatha Nunes,15,11,1
1113,2,2025-06-25,16:00:00,Luiz Miguel Caldeira,15,14,2
1114,2,2025-04-13,08:00:00,Otávio Nogueira,15,8,2
1115,1,2025-04-27,07:00:00,Heitor Costela,15,7,1
1116,3,2025-06-29,08:00:00,Alice Moreira,15,15,4
1117,4,2025-07-28,10:00:00,Heitor Costela,12,6,2
1118,4,2025-05-30,07:00:00,Joana Silveira,12,6,5
1119,4,2025-05-22,08:00:00,Maria Duarte,12,6,5
1120,3,2025-04-03,18:00:00,Marcela Melo,15,7,3
1121,4,2025-04-18,09:00:00,Sarah Dias,12,10,5
1122,1,2025-05-14,07:00:00,Thomas Azevedo,15,6,3
1123,3,2025-04-04,16:00:00,Ana Sophia da Costa,15,15,1
1124,2,2025-06-06,08:00:00,Ana Sophia da Costa,15,13,2
1125,4,2025-07-20,18:00:00,Luiz Miguel Caldeira,12,6,4
1126,3,2025-06-26,07:00:00,Lucca Martins,15,12,3
1127,3,2025-04-25,17:00:00,Daniela Ferreira,15,9,1
1128,1,2025-06-01,07:00:00,Daniela Ferreira,15,9,1
1129,5,2025-05-09,15:00:00,Thomas Azevedo,12,9,3
1130,5,2025-05-18,15:00:00,Breno Cardoso,12,8,1
1131,5,2025-05-02,18:00:00,Thomas Azevedo,12,12,5
1132,3,2025-05-30,10:00:00,Daniela Ferreira,15,14,3
1133,4,2025-07-22,09:00:00,Luiz Miguel Caldeira,12,12,1
1134,1,2025-06-27,18:00:00,Agatha Nunes,15,12,4
1135,2,2025-04-08,16:00:00,Daniela Ferreira,15,15,2
1136,1,2025-06-27,08:00:00,Dra. Evelyn Gonçalves,15,15,1
1137,2,2025-05-08,07:00:00,Joana Silveira,15,12,3
1138,4,2025-04-03,17:00:00,Maria Cecília Martins,12,10,5
1139,3,2025-06-15,17:00:00,Joana Silveira,15,13,4
1140,3,2025-07-16,08:00:00,Emanuella da Cunha,15,8,3
1141,2,2025-06-21,17:00:00,Maria Duarte,15,6,5
1142,2,2025-07-15,08:00:00,Alice Moreira,15,7,5
1143,5,2025-07-07,16:00:00,Sarah Dias,12,7,2
1144,5,2025-06-30,10:00:00,Dra. Evelyn Gonçalves,12,10,2
1145,2,2025-07-16,17:00:00,Alice Moreira,15,15,3
1146,2,2025-06-23,17:00:00,Heitor Teixeira,15,13,3
1147,4,2025-04-22,07:00:00,Maria Cecília Martins,12,8,1
1148,2,2025-07-20,10:00:00,Heitor Costela,15,10,3
1149,3,2025-05-05,08:00:00,Maria Cecília Martins,15,13,1
1150,5,2025-04-11,08:00:00,Maria Cecília Martins,12,12,5
1151,2,2025-04-26,09:00:00,Otávio Nogueira,15,11,1
1152,1,2025-04-27,07:00:00,Ana Sophia da Costa,15,5,2
1153,4,2025-07-14,18:00:00,Luiz Miguel Caldeira,12,5,5
1154,4,2025-06-05,08:00:00,João Pinto,12,9,1
1155,2,2025-05-26,16:00:00,Luiz Miguel Caldeira,15,13,2
1156,5,2025-04-08,18:00:00,Emanuella da Cunha,12,11,5
1157,3,2025-05-22,17:00:00,Joana Silveira,15,8,4
1158,3,2025-04-02,16:00:00,Thomas Azevedo,15,7,2
1159,1,2025-04-27,15:00:00,Daniela Ferreira,15,9,2
1160,4,2025-06-17,15:00:00,Heitor Costela,12,8,1
1161,2,2025-04-17,15:00:00,Luiz Miguel Caldeira,15,14,1
1162,5,2025-06-22,10:00:00,Alice Moreira,12,10,2
1163,4,2025-06-14,10:00:00,Emanuella da Cunha,12,12,5
1164,1,2025-07-09,07:00:00,Stella da Mata,15,7,3
1165,5,2025-05-19,15:00:00,Lucca Martins,12,8,4
1166,1,2025-06-01,18:00:00,Sarah Dias,15,9,3
1167,2,2025-04-11,07:00:00,Heitor Costela,15,9,3
1168,3,2025-04-19,15:00:00,Ana Sophia da Costa,15,15,2
1169,4,2025-05-31,08:00:00,Ana Sophia da Costa,12,8,4
1170,5,2025-06-22,16:00:00,Breno Cardoso,12,6,2
1171,5,2025-04-25,09:00:00,João Pinto,12,12,2
1172,3,2025-05-02,10:00:00,Emanuella da Cunha,15,10,5
1173,1,2025-06-05,08:00:00,Marcela Melo,15,11,3
1174,4,2025-07-13,09:00:00,Sarah Dias,12,5,5
1175,1,2025-05-20,07:00:00,Marcela Melo,15,9,2
1176,5,2025-07-09,16:00:00,Heitor Teixeira,12,10,1
1177,2,2025-04-22,10:00:00,Maria Duarte,15,11,2
1178,2,2025-07-29,18:00:00,Emanuella da Cunha,15,5,3
1179,1,2025-04-03,17:00:00,Lucca Martins,15,15,3
1180,3,2025-06-18,18:00:00,Dra. Evelyn Gonçalves,15,15,4
1181,1,2025-04-02,16:00:00,Heitor Costela,15,15,4
1182,4,2025-05-26,07:00:00,Ana Sophia da Costa,12,11,5
1183,2,2025-06-03,16:00:00,Otávio Nogueira,15,12,3
1184,1,2025-07-27,09:00:00,Marcela Melo,15,13,2
1185,1,2025-07-14,09:00:00,Joana Silveira,15,8,5
1186,5,2025-05-06,16:00:00,Otávio Nogueira,12,7,5
1187,2,2025-06-24,16:00:00,Daniela Ferreira,15,6,5
1188,3,2025-07-15,16:00:00,Sarah Dias,15,12,3
1189,1,2025-04-12,16:00:00,Maria Cecília Martins,15,12,2
1190,5,2025-05-24,09:00:00,Emanuella da Cunha,12,9,2
1191,3,2025-06-30,07:00:00,Sarah Dias,15,7,2
1192,1,2025-04-06,18:00:00,Agatha Nunes,15,5,3
1193,1,2025-06-05,08:00:00,Joana Silveira,15,13,1
1194,5,2025-06-23,15:00:00,Sarah Dias,12,8,3
1195,2,2025-05-28,07:00:00,Agatha Nunes,15,6,4
1196,4,2025-07-27,16:00:00,Stella da Mata,12,11,2
1197,4,2025-06-28,10:00:00,Ana Sophia da Costa,12,7,2
1198,3,2025-04-18,16:00:00,Daniela Ferreira,15,8,4
1199,2,2025-07-02,10:00:00,João Pinto,15,10,4
1200,1,2025-04-28,09:00:00,Heitor Teixeira,15,13,3
1201,1,2025-07-21,16:00:00,Alice Moreira,15,14,1
1202,2,2025-04-24,17:00:00,Otávio Nogueira,15,6,2
1203,2,2025-05-03,18:00:00,Luiz Miguel Caldeira,15,14,5
1204,2,2025-06-16,07:00:00,Otávio Nogueira,15,11,1
1205,1,2025-07-18,15:00:00,Alice Moreira,15,9,2
1206,1,2025-07-08,15:00:00,Emanuella da Cunha,15,10,4
1207,4,2025-04-18,09:00:00,Daniela Ferreira,12,7,2
1208,2,2025-05-30,17:00:00,Alice Moreira,15,14,1
1209,4,2025-05-17,10:00:00,Otávio Nogueira,12,5,5
1210,1,2025-05-13,15:00:00,Agatha Nunes,15,5,2
1211,3,2025-05-22,15:00:00,Heitor Costela,15,7,5
1212,4,2025-06-08,15:00:00,Maria Duarte,12,6,3
1213,3,2025-05-13,10:00:00,Breno Cardoso,15,9,1
1214,1,2025-05-07,10:00:00,Alice Moreira,15,6,1
1215,2,2025-07-14,16:00:00,Lucca Martins,15,14,2
1216,2,2025-05-27,18:00:00,João Pinto,15,10,5
1217,3,2025-05-10,18:00:00,Marcela Melo,15,14,4
1218,2,2025-04-04,16:00:00,Maria Cecília Martins,15,15,1
1219,2,2025-07-27,17:00:00,Stella da Mata,15,9,1
1220,5,2025-04-26,17:00:00,Stella da Mata,12,8,1
1221,2,2025-06-20,18:00:00,João Pinto,15,9,2
1222,1,2025-07-25,07:00:00,Ana Sophia da Costa,15,13,2
1223,2,2025-06-27,15:00:00,Agatha Nunes,15,5,2
1224,3,2025-07-07,08:00:00,Stella da Mata,15,14,5
1225,4,2025-07-08,10:00:00,Thomas Azevedo,12,9,3
1226,3,2025-05-08,08:00:00,Emanuella da Cunha,15,14,2
1227,1,2025-05-10,16:00:00,Maria Duarte,15,6,4
1228,5,2025-04-22,18:00:00,Otávio Nogueira,12,7,3
1229,3,2025-04-09,15:00:00,Luiz Miguel Caldeira,15,8,5
1230,2,2025-05-04,16:00:00,Maria Cecília Martins,15,10,5
1231,2,2025-04-09,17:00:00,Stella da Mata,15,12,1
1232,3,2025-07-06,09:00:00,Heitor Teixeira,15,15,4
1233,1,2025-06-05,08:00:00,Thomas Azevedo,15,10,1
1234,2,2025-04-29,08:00:00,Breno Cardoso,15,12,1
1235,2,2025-04-08,07:00:00,Agatha Nunes,15,9,3
1236,3,2025-06-09,15:00:00,Alice Moreira,15,11,3
1237,3,2025-06-16,08:00:00,Joana Silveira,15,10,5
1238,1,2025-05-20,15:00:00,Maria Cecília Martins,15,10,3
1239,2,2025-06-04,09:00:00,Ana Sophia da Costa,15,8,3
1240,1,2025-07-28,15:00:00,Alice Moreira,15,6,1
1241,2,2025-07-10,15:00:00,Heitor Teixeira,15,14,4
1242,4,2025-04-01,09:00:00,Joana Silveira,12,9,3
1243,4,2025-05-06,18:00:00,Thomas Azevedo,12,6,1
1244,3,2025-05-20,15:00:00,Alice Moreira,15,9,4
1245,5,2025-05-19,15:00:00,Daniela Ferreira,12,7,5
1246,2,2025-04-10,09:00:00,Thomas Azevedo,15,10,2
1247,5,2025-06-05,18:00:00,Alice Moreira,12,8,4
1248,3,2025-07-13,07:00:00,Breno Cardoso,15,12,2
1249,4,2025-06-08,07:00:00,Heitor Costela,12,6,1
1250,5,2025-06-23,08:00:00,Otávio Nogueira,12,12,4
1251,2,2025-06-08,17:00:00,Luiz Miguel Caldeira,15,12,5
1252,5,2025-07-28,09:00:00,Alice Moreira,12,5,1
1253,1,2025-06-09,08:00:00,Lucca Martins,15,9,1
1254,5,2025-04-15,10:00:00,Maria Duarte,12,10,1
1255,2,2025-07-22,15:00:00,Heitor Teixeira,15,13,2
1256,4,2025-06-30,10:00:00,Emanuella da Cunha,12,7,5
1257,3,2025-05-19,15:00:00,Maria Duarte,15,15,3
1258,2,2025-05-17,15:00:00,Maria Cecília Martins,15,14,5
1259,4,2025-07-26,07:00:00,Maria Cecília Martins,12,6,1
1260,5,2025-06-06,07:00:00,Agatha Nunes,12,11,3
1261,3,2025-04-06,17:00:00,Luiz Miguel Caldeira,15,11,3
1262,1,2025-05-18,17:00:00,Maria Duarte,15,15,3
1263,3,2025-05-27,16:00:00,Emanuella da Cunha,15,8,4
1264,4,2025-05-28,08:00:00,Ana Sophia da Costa,12,12,4
1265,1,2025-07-18,08:00:00,Sarah Dias,15,12,1
1266,1,2025-04-27,08:00:00,Stella da Mata,15,8,3
1267,3,2025-04-03,17:00:00,Marcela Melo,15,10,5
1268,5,2025-07-24,08:00:00,Stella da Mata,12,8,5
1269,4,2025-06-11,08:00:00,Lucca Martins,12,12,2
1270,4,2025-05-24,17:00:00,Heitor Teixeira,12,12,4
1271,4,2025-06-01,15:00:00,Otávio Nogueira,12,7,2
